vinícola,vinho,ano,avaliação,num_avaliações,região,preço,tipo,corpo,acidez,Categoria
Mas Doix,Doix,2016.0,4.3,83,Priorato,79.9,Priorat Red,0,0,Vinhos Tintos
Raul Perez,Ultreia Valtuille Mencia,2019.0,4.3,83,Bierzo,45.9,Mencia,0,0,Vinhos Tintos
Dominio del Bendito,La Chispa Negra,2011.0,4.3,82,Toro,24.0,,0,0,Outros
Jose Pariente,Sauvignon Blanc,2021.0,4.3,83,Rueda,8.9,Sauvignon Blanc,0,0,Vinhos Brancos
Dominio del Aguila,Reserva,2010.0,4.3,82,Ribera del Duero,65.0,Ribera Del Duero Red,0,0,Vinhos Tintos
Terra Remota,Clos Adrien,2013.0,4.3,82,Emporda,47.0,Red,0,0,Vinhos Tintos
De Moya,Sofia,2017.0,4.3,82,Valencia,20.5,Red,0,0,Vinhos Tintos
Llopart,Cava Original Brut (Espumos),2008.0,4.3,81,Cava,62.9,Cava,0,0,Vinhos Espumantes
Ostatu,Laderas Rioja,2014.0,4.3,81,Rioja Alavesa,31.13,Rioja Red,0,0,Vinhos Tintos
Tinto Pesquera,Reserva,1995.0,4.3,81,Ribera del Duero,73.0,Ribera Del Duero Red,0,0,Vinhos Tintos
Bodegas Mas Alta,La Basseta,2014.0,4.3,80,Priorato,58.0,Priorat Red,0,0,Vinhos Tintos
Can Rafols dels Caus,El Rocallis,2016.0,4.3,80,Cataluna,34.5,,0,0,Outros
Aalto,Blanco de Parcela,2019.0,4.3,80,Ribera del Duero,41.9,Verdejo,0,0,Vinhos Brancos
Dominio de la Vega,Finca la Beata Bobal,2014.0,4.3,80,Utiel-Requena,33.9,Red,0,0,Vinhos Tintos
Resalte,Resalte Expresion,2015.0,4.3,80,Ribera del Duero,28.5,Ribera Del Duero Red,0,0,Vinhos Tintos
Juve & Camps,Cava Brut Milesime,2017.0,4.3,80,Cava,24.1,Cava,0,0,Vinhos Espumantes
Bosque de Matasnos,Syrah de Matasnos,2019.0,4.3,80,Vino de Espana,27.9,Syrah,0,0,Vinhos Tintos
Sierra Cantabria,Amancio,2016.0,4.3,80,Rioja,84.5,Rioja Red,0,0,Vinhos Tintos
Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2018.0,4.3,79,Priorato,36.78,,0,0,Outros
Marques de Vargas,Seleccion Privada,2015.0,4.3,79,Rioja,54.5,Rioja Red,4,3,Vinhos Tintos
Mas de les Pereres,Nunci Negre,2013.0,4.3,79,Priorato,21.4,Priorat Red,4,3,Vinhos Tintos
El Maestro Sierra,Oloroso Extra Viejo 1/7,,4.3,78,Jerez-Xeres-Sherry,217.8,Sherry,4,3,Vinhos Fortificados
Guilera,Musivari Gran Reserva Brut Nature,2007.0,4.3,77,Cava,23.22,Sparkling,2,3,Vinhos Espumantes
Arzuaga,Amaya Arzuaga (Coleccion),2015.0,4.3,77,Ribera del Duero,51.2,Ribera Del Duero Red,5,3,Vinhos Tintos
Astrales,Christina Ribera del Duero,2017.0,4.3,77,Ribera del Duero,38.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2018.0,4.3,77,Rioja,67.9,Rioja Red,4,3,Vinhos Tintos
Senorio de San Vicente,San Vicente Rioja,2018.0,4.3,77,Rioja,32.9,Rioja Red,4,3,Vinhos Tintos
Bodegas Faustino,Faustino de Autor Reserva Especial,1994.0,4.3,76,Rioja,45.0,Rioja Red,4,3,Vinhos Tintos
La Rioja Alta,Rioja Gran Reserva 904,1964.0,4.3,76,Rioja,260.0,Rioja Red,4,3,Vinhos Tintos
l'Infernal Combier Fischer Gerin,Vinas Viejas Aguilera,2010.0,4.3,76,Priorato,69.0,Priorat Red,4,3,Vinhos Tintos
Muga,Prado Enea Gran Reserva,1985.0,4.3,75,Rioja,98.0,Rioja Red,4,3,Vinhos Tintos
Terroir Al Limit Soc. Lda,Les Manyes,2013.0,4.3,74,Priorato,348.85,Priorat Red,4,3,Vinhos Tintos
Scala Dei,Pla dels Angels Rosado,2020.0,4.3,74,Priorato,23.95,,0,0,Outros
Jorge Piernas,Juan Piernas Finca El Paso Malo Monastrell,2017.0,4.3,74,Murcia,27.9,Monastrell,5,3,Vinhos Tintos
Pedralonga,Albarino Pedralonga,2020.0,4.3,74,Rias Baixas,15.0,Albarino,3,3,Vinhos Brancos
Contino,Vina del Olivo,2004.0,4.3,74,Rioja,155.0,Rioja Red,4,3,Vinhos Tintos
Terroir Al Limit Soc. Lda,Pedra de Guix,2017.0,4.3,73,Priorato,57.9,,0,0,Outros
Vinyes Domenech,Vinyes Velles de Samso,2016.0,4.3,73,Montsant,36.93,Montsant Red,4,3,Vinhos Tintos
Territorio Luthier,Hispania,2015.0,4.3,73,Ribera del Duero,52.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Abel Mendoza Monge,Malvasia,2017.0,4.3,72,Rioja,31.5,Rioja White,3,3,Vinhos Brancos
Clos Erasmus,Priorat,2006.0,4.3,72,Priorato,654.31,Priorat Red,4,3,Vinhos Tintos
La Rioja Alta,Vina Ardanza Reserva,1985.0,4.3,72,Rioja,75.0,Rioja Red,4,3,Vinhos Tintos
Equipo Navazos,La Bota 69 de Amontillado,,4.3,72,Jerez-Xeres-Sherry,113.72,Sherry,4,3,Vinhos Fortificados
Avgvstvs,Antigues Reserves,2000.0,4.3,72,Penedes,27.45,Red,4,3,Vinhos Tintos
Vina Sastre,Regina Vides Ribera del Duero,2018.0,4.3,71,Ribera del Duero,69.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Riscal,Baron de Chirel Verdejo Vinas Centenarias,2018.0,4.3,71,Castilla y Leon,40.5,Verdejo,3,3,Vinhos Brancos
Pago Calzadilla,Gran Calzadilla,2009.0,4.3,70,Pago Calzadilla,39.95,Red,4,3,Vinhos Tintos
Vina Pomal,Alto de la Caseta,2008.0,4.3,70,Rioja,55.45,Rioja Red,4,3,Vinhos Tintos
Martinet,Clos Martinet,2002.0,4.3,70,Priorato,177.45,Priorat Red,4,3,Vinhos Tintos
Marti Fabra,Masia Carreras Negre,2019.0,4.3,69,Emporda,11.91,Red,4,3,Vinhos Tintos
Sangenis I Vaque,Clos Monlleo,2007.0,4.3,68,Priorato,54.95,Priorat Red,4,3,Vinhos Tintos
Ferrer Bobet,Priorat,2018.0,4.3,68,Priorato,25.88,Priorat Red,4,3,Vinhos Tintos
Figuero,Milagros de Figuero,2016.0,4.3,68,Ribera del Duero,34.85,Ribera Del Duero Red,5,3,Vinhos Tintos
Balandro,Las Botas Palo Cortado Horizontal,,4.3,67,Manzanilla,37.0,Sherry,4,3,Vinhos Fortificados
Pujanza,Rioja Norte,2006.0,4.3,67,Rioja,75.0,Rioja Red,4,3,Vinhos Tintos
M. Antonio de la Riva,La Riva Fino Balbaina Alta,,4.3,67,Jerez-Xeres-Sherry,47.45,Sherry,4,3,Vinhos Fortificados
Espelt,Coma Bruna,2017.0,4.3,67,Emporda,22.8,Red,4,3,Vinhos Tintos
R. Lopez de Heredia,Vina Tondonia Gran Reserva,1981.0,4.3,66,Rioja,199.0,Rioja Red,4,3,Vinhos Tintos
Bodegas Arfe,Palo Cortado de la Cruz de 1767,,4.3,66,Jerez-Xeres-Sherry,59.9,Sherry,4,3,Vinhos Fortificados
Abel Mendoza Monge,Grano a Grano Tempranillo,2016.0,4.3,65,Rioja,120.13,Rioja Red,4,3,Vinhos Tintos
Conreria d'Scala Dei,Voltons,2015.0,4.3,64,Priorato,47.0,Priorat Red,4,3,Vinhos Tintos
Scala Dei,Masdeu,2014.0,4.3,64,Priorato,84.9,Priorat Red,4,3,Vinhos Tintos
Real de Asua,Tinto,2016.0,4.3,64,Rioja,78.95,Rioja Red,4,3,Vinhos Tintos
Bodegas Vilano,Crianza,2019.0,4.3,64,Ribera del Duero,9.99,Ribera Del Duero Red,5,3,Vinhos Tintos
Vinyes dels Aspres,S'Alou,2018.0,4.3,64,Emporda,31.5,Red,4,3,Vinhos Tintos
Altos de Rioja,Altos R Pigeage,2016.0,4.3,63,Rioja,29.95,Rioja Red,4,3,Vinhos Tintos
Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2019.0,4.3,62,Priorato,36.95,,0,0,Outros
Valserrano,Finca Monteviejo,2017.0,4.3,62,Rioja,32.0,Rioja Red,4,3,Vinhos Tintos
Marques de Tomares,Rioja Gran Reserva,2014.0,4.3,62,Rioja,25.95,Red,4,3,Vinhos Tintos
Shaya,Habis,2018.0,4.3,62,Rueda,21.5,Verdejo,3,3,Vinhos Brancos
Finca Rio Negro,5o Ano,2014.0,4.3,62,La Mancha,23.39,Red,4,3,Vinhos Tintos
Allende,Gaminde,2016.0,4.3,62,Rioja,43.8,Rioja Red,4,3,Vinhos Tintos
Enric Soler,Nun Vinya dels Taus,2017.0,4.3,62,Penedes,123.75,,0,0,Outros
Martinet,Els Escurcons,2018.0,4.3,61,Priorato,75.5,Priorat Red,4,3,Vinhos Tintos
Bodegas Ximenez-Spinola,Varietal Fermentacion Lenta,2019.0,4.3,61,Jerez-Xeres-Sherry,29.9,Pedro Ximenez,5,1,Vinhos Fortificados
Loxera,El Cordero y las Virgenes,2016.0,4.3,60,Valencia,24.0,Red,4,3,Vinhos Tintos
Mas d'en Gil,Clos Fonta Priorat,2001.0,4.3,60,Priorato,150.0,Priorat Red,4,3,Vinhos Tintos
Jose Pariente,Finca Las Comas Verdejo,2016.0,4.3,60,Rueda,29.4,Verdejo,3,3,Vinhos Brancos
Alvaro Palacios,Finca Dofi,1997.0,4.3,60,Priorato,170.0,Priorat Red,4,3,Vinhos Tintos
Artadi,La Poza de Ballesteros,2016.0,4.3,60,Vino de Espana,93.26,Tempranillo,4,2,Vinhos Tintos
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2019.0,4.3,59,Ribera del Duero,75.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Dominio Fournier,Reserva,2014.0,4.3,59,Ribera del Duero,23.77,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Yzaguirre,Selection 1884 Vermouth Gran Reserva,,4.3,57,Cataluna,27.11,,0,0,Outros
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2018.0,4.3,57,Rioja,42.5,Rioja Red,4,3,Vinhos Tintos
Marques de Murrieta,Dalmau Rioja,2002.0,4.3,57,Rioja,75.0,Rioja Red,4,3,Vinhos Tintos
Valderiz,Tomas Esteban,2010.0,4.3,57,Ribera del Duero,68.99,Ribera Del Duero Red,5,3,Vinhos Tintos
Tridente,Prieto Picudo,2018.0,4.3,57,Castilla y Leon,21.95,Red,4,3,Vinhos Tintos
Neton,Garnacha Tintorera,2017.0,4.3,57,Castilla y Leon,13.24,Red,4,3,Vinhos Tintos
Finca Torremilanos,Penalba Lopez Blanco,2019.0,4.3,57,Castilla y Leon,13.65,,0,0,Outros
Enate,Cabernet,2012.0,4.3,57,Somontano,23.5,Red,4,3,Vinhos Tintos
Pradorey,El Cuentista,2018.0,4.3,57,Ribera del Duero,17.9,,0,0,Outros
Vall Llach,Porrera Vi de Vila,2018.0,4.3,56,Priorato,49.95,Priorat Red,4,3,Vinhos Tintos
Terroir Al Limit Soc. Lda,Les Manyes,2011.0,4.3,56,Priorato,348.85,Priorat Red,4,3,Vinhos Tintos
Bodega Aida i Luis,Tahulla Moscatel Blanco Seco,2018.0,4.3,56,Alicante,11.95,,0,0,Outros
Valderiz,Juegabolos,2017.0,4.3,56,Ribera del Duero,28.6,Ribera Del Duero Red,5,3,Vinhos Tintos
Abadal,3.9,2018.0,4.3,56,Pla de Bages,21.3,Red,4,3,Vinhos Tintos
Raul Perez,Sketch,2019.0,4.3,56,Rias Baixas,44.95,Albarino,3,3,Vinhos Brancos
Portal del Priorat,Clos del Portal Somni,2008.0,4.3,55,Priorato,36.3,Priorat Red,4,3,Vinhos Tintos
Baigorri,De Garage Rioja,2017.0,4.3,55,Rioja,32.0,Rioja Red,4,3,Vinhos Tintos
Cartoixa de Montsalvat,Montsalvat,2007.0,4.3,54,Priorato,39.71,Priorat Red,4,3,Vinhos Tintos
Clos Galena,Galena,2018.0,4.3,54,Priorato,17.9,Priorat Red,4,3,Vinhos Tintos
Bodega Ribas,Sio Negre,2019.0,4.3,53,Mallorca,39.9,Red,4,3,Vinhos Tintos
Allende,Aurus,2001.0,4.3,53,Rioja,140.0,Rioja Red,4,3,Vinhos Tintos
Enate,Chardonnay Uno,2012.0,4.3,53,Somontano,249.95,Chardonnay,4,3,Vinhos Brancos
El Lagar de Isilla,Vendimia Seleccionada,2015.0,4.3,53,Ribera del Duero,28.83,Ribera Del Duero Red,5,3,Vinhos Tintos
Finca Villacreces,Nebro Ribera del Duero,2013.0,4.3,53,Ribera del Duero,196.29,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodega Otazu,Pago de Otazu Chardonnay Con Crianza,2018.0,4.3,53,Otazu,28.4,Chardonnay,4,3,Vinhos Brancos
Jose Pariente,Verdejo Fermentado en Barrica,2020.0,4.3,53,Rueda,14.5,Verdejo,3,3,Vinhos Brancos
La Rioja Alta,Rioja Gran Reserva 904,1970.0,4.3,53,Rioja,260.0,Rioja Red,4,3,Vinhos Tintos
Toro Albala,Don PX Pedro Ximenez,1999.0,4.3,52,Montilla-Moriles,36.9,Pedro Ximenez,5,1,Vinhos Fortificados
Cervoles,Vinyes Altes de Les Garrigues Vi Blanc,2019.0,4.3,52,Costers del Segre,25.8,,0,0,Outros
Anibal de Otero,Vina Centenaria Mencia,2014.0,4.3,52,Bierzo,38.0,Mencia,3,3,Vinhos Tintos
Familia Torres,Grans Muralles,2017.0,4.3,52,Conca de Barbera,137.75,Red,4,3,Vinhos Tintos
Costers del Siurana,Clos de L'Obac,2009.0,4.3,51,Priorato,79.9,Priorat Red,4,3,Vinhos Tintos
Bodegas San Roman,Malvasia,2017.0,4.3,51,Castilla,41.5,,0,0,Outros
Finca Rio Negro,Cerro del Lobo Syrah,2018.0,4.3,51,Castilla,24.5,Syrah,4,3,Vinhos Tintos
Cervoles,Estrats,2012.0,4.3,51,Costers del Segre,68.55,Red,4,3,Vinhos Tintos
Scala Dei,Masdeu,2016.0,4.3,51,Priorato,81.35,Priorat Red,4,3,Vinhos Tintos
Vina Sastre,Regina Vides Ribera del Duero,2001.0,4.3,50,Ribera del Duero,121.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Vizcarra,Celia,2014.0,4.3,50,Ribera del Duero,79.98,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Caceres,Gaudium,1998.0,4.3,50,Rioja,60.0,Rioja Red,4,3,Vinhos Tintos
Barahonda,Summum Monastrell,2019.0,4.3,50,Yecla,13.99,Monastrell,5,3,Vinhos Tintos
Mas Doix,Doix,2002.0,4.3,49,Priorato,195.52,Priorat Red,4,3,Vinhos Tintos
Altos del Enebro,Finca La Herradura,2014.0,4.3,49,Ribera del Duero,68.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Pago de Larrainzar,Reserva Especial,2014.0,4.3,49,Navarra,16.9,Red,4,3,Vinhos Tintos
Albamar,Alma de Mar Albarino,2019.0,4.3,49,Rias Baixas,27.5,Albarino,3,3,Vinhos Brancos
Williams & Humbert,Canasta 20 Anos Cream,,4.3,49,Jerez-Xeres-Sherry,29.25,Pedro Ximenez,5,1,Vinhos Fortificados
Pujanza,Rioja Anadas Frias,2016.0,4.3,49,Rioja,75.0,Rioja White,3,3,Vinhos Brancos
Finca Rio Negro,5o Ano,2016.0,4.3,49,La Mancha,23.9,Red,4,3,Vinhos Tintos
Oxer Wines,Suzzane Rioja,2019.0,4.3,48,Rioja,34.9,Rioja Red,4,3,Vinhos Tintos
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1925.0,4.3,48,Rioja,532.0,Rioja Red,4,3,Vinhos Tintos
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2010.0,4.3,48,Ribera del Duero,95.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Can Bas,Monreal,2015.0,4.3,48,Penedes,44.1,Red,4,3,Vinhos Tintos
Atlantida,Blanco,2019.0,4.3,48,Cadiz,17.7,,0,0,Outros
Atlan & Artisan,8 Vents Mallorca,2019.0,4.3,47,Mallorca,18.9,Red,4,3,Vinhos Tintos
Venus la Universal,Venus,2017.0,4.3,47,Montsant,35.35,Montsant Red,4,3,Vinhos Tintos
La Rioja Alta,Gran Reserva 890,1981.0,4.3,47,Rioja,270.0,Rioja Red,4,3,Vinhos Tintos
Olivardots,Vd'O 1 Samso - Pissarra,2012.0,4.3,46,Emporda,34.95,Red,4,3,Vinhos Tintos
Terroir Al Limit Soc. Lda,Les Manyes,2012.0,4.3,46,Priorato,348.85,Priorat Red,4,3,Vinhos Tintos
Lar de Paula,Tempranillo Reserva,2012.0,4.3,46,Rioja,14.9,Rioja Red,4,3,Vinhos Tintos
Venta Las Vacas,La Cuartilleja Reserva,2015.0,4.3,46,Ribera del Duero,39.7,Ribera Del Duero Red,5,3,Vinhos Tintos
Juve & Camps,Cava Gran Reserva La Capella Brut,2010.0,4.3,46,Cava,75.5,Cava,2,3,Vinhos Espumantes
Bodega Contador (Benjamin Romeo),Coleccion No. 3 Cosecha,2014.0,4.3,45,Rioja,189.9,Rioja Red,4,3,Vinhos Tintos
Luis Canas,Rioja Gran Reserva,2016.0,4.3,45,Rioja,21.01,Rioja Red,4,3,Vinhos Tintos
La Val,Albarino Sobre Lias,2015.0,4.3,45,Rias Baixas,23.9,Albarino,3,3,Vinhos Brancos
Tres Piedras,Nobbis,2019.0,4.3,45,Ribera del Duero,12.8,Tempranillo,4,2,Vinhos Tintos
Raul Perez,Rara Avis Prieto Picudo,2013.0,4.3,45,Castilla y Leon,39.95,Red,4,3,Vinhos Tintos
Javi Revert,Sensal,2020.0,4.3,45,Valencia,22.35,Red,4,3,Vinhos Tintos
Bodega Campo Eliseo,Campo Eliseo Blanco,2018.0,4.3,45,Rueda,27.25,Verdejo,3,3,Vinhos Brancos
Alta Alella,Blanc de Neu,2016.0,4.3,45,Alella,16.99,Sparkling,2,3,Vinhos Espumantes
Contino,Reserva,1995.0,4.3,45,Rioja,55.0,Rioja Red,4,3,Vinhos Tintos
Terras Gauda,La Mar,2019.0,4.3,45,Rias Baixas,21.5,Albarino,3,3,Vinhos Brancos
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2017.0,4.3,44,Bierzo,106.92,Mencia,3,3,Vinhos Tintos
Lambuena,Vinas Viejas,2014.0,4.3,44,Ribera del Duero,37.07,Ribera Del Duero Red,5,3,Vinhos Tintos
Tarsus,T3rno Seleccion de 3 Parcelas Ribera del Duero,2017.0,4.3,44,Ribera del Duero,38.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Luis Perez,Fino La Barajuela,2016.0,4.3,44,Andalucia,69.95,,0,0,Outros
Marco Abella,Clos Abella Seleccion Especial,2016.0,4.3,44,Priorato,43.5,Priorat Red,4,3,Vinhos Tintos
Vivanco,Parcelas de Maturana Tinta Coleccion Rioja,2017.0,4.3,44,Rioja,36.5,Rioja Red,4,3,Vinhos Tintos
Familia Torres,Reserva Real,1998.0,4.3,43,Penedes,213.5,Red,4,3,Vinhos Tintos
Attis,Attis Embaixador Albarino,2018.0,4.3,43,Rias Baixas,21.89,Albarino,3,3,Vinhos Brancos
Miguel Merino,Vitola Reserva,2016.0,4.3,42,Rioja,21.9,Rioja Red,4,3,Vinhos Tintos
San Cobate,San Cucufate Monasterio,2017.0,4.3,42,Ribera del Duero,33.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Pazo Senorans,Tras Los Muros Albarino,2017.0,4.3,42,Rias Baixas,38.0,Albarino,3,3,Vinhos Brancos
Avancia,Godello,2020.0,4.3,42,Valdeorras,24.77,,0,0,Outros
Carlos Moro,CM Tinto,2017.0,4.3,42,Rioja,17.75,Tempranillo,4,2,Vinhos Tintos
Bodegas Frontonio,La Loma & Los Santos Garnacha Blanca - Macabeo,2018.0,4.3,41,Valdejalon,40.9,,0,0,Outros
Vinicola Real,200 Monges Rioja Gran Reserva,2005.0,4.3,40,Rioja,52.5,Rioja Red,4,3,Vinhos Tintos
Terra Remota,Clos Adrien,2016.0,4.3,40,Emporda,48.91,Red,4,3,Vinhos Tintos
Cal Batllet - Celler Ripoll Sans,Gratallops Escanya-Vella,2018.0,4.3,40,Priorato,27.1,,0,0,Outros
Ramon Bilbao,Lalomba Finca Ladero,2016.0,4.3,40,Rioja,58.25,Rioja Red,4,3,Vinhos Tintos
Santa Petronila,Oloroso En Rama,,4.3,40,Jerez-Xeres-Sherry,24.9,Sherry,4,3,Vinhos Fortificados
Jimenez-Landi,El Reventon Cebreros,2016.0,4.3,40,Castilla y Leon,67.95,Grenache,5,3,Vinhos Tintos
Hidalgo (La Gitana),Amontillado Napoleon Vinos Viejos 30 Year Old Sherry,,4.3,40,Jerez-Xeres-Sherry,74.9,Sherry,4,3,Vinhos Fortificados
Chivite,Navarra Vendimia Tardia Coleccion 125,2018.0,4.3,39,Navarra,25.95,,0,0,Outros
Espectacle del Montsant,Tinto,2018.0,4.3,39,Montsant,119.0,Montsant Red,4,3,Vinhos Tintos
Gallina de Piel,Manar dos Seixas,2019.0,4.3,38,Ribeiro,13.5,,0,0,Outros
Vinicola Real,200 Monges Edicion Exclusiva Blanco Reserva,2010.0,4.3,38,Rioja,51.45,Rioja White,3,3,Vinhos Brancos
Cartoixa de Montsalvat,Montsalvat,2005.0,4.3,38,Priorato,56.27,Priorat Red,4,3,Vinhos Tintos
Arid,Eolic Sauvignon Blanc,2016.0,4.3,38,Penedes,11.65,Sauvignon Blanc,3,3,Vinhos Brancos
Carlos Moro,Finca Valmediano Tinta de Toro 16 Meses Barrica,2012.0,4.3,38,Toro,32.9,Toro Red,5,3,Vinhos Tintos
Jimenez-Landi,Cantos del Diablo,2018.0,4.3,38,Mentrida,197.0,Grenache,5,3,Vinhos Tintos
Bodegas Reyes,Teofilo Reyes Crianza,2019.0,4.3,38,Ribera del Duero,14.71,Ribera Del Duero Red,5,3,Vinhos Tintos
Gutierrez de la Vega,Recondita Armonia Monastrell Dulce,2018.0,4.3,38,Alicante,16.45,,0,0,Outros
Hugas de Batlle,Falguera,2009.0,4.3,38,Emporda,53.55,Red,4,3,Vinhos Tintos
Atlan & Artisan,Epistem No. 3,2016.0,4.3,38,Yecla,18.9,Red,4,3,Vinhos Tintos
Telmo Rodriguez,Molino Real,2015.0,4.3,38,Malaga,53.3,,0,0,Outros
Bodegas Arrocal,Angel Ribera del Duero,2015.0,4.3,37,Ribera del Duero,31.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Buil & Gine,Pleret,2012.0,4.3,37,Priorato,55.5,Priorat Red,4,3,Vinhos Tintos
Luis A. Rodriguez Vazquez,A Torna dos Pasas Escolma Ribeiro,2016.0,4.3,37,Ribeiro,40.75,Red,4,3,Vinhos Tintos
Castell del Remei,Costers Del Segre 1780,2017.0,4.3,37,Costers del Segre,22.9,Red,4,3,Vinhos Tintos
Vizcarra,Ines,2010.0,4.3,37,Ribera del Duero,76.87,Ribera Del Duero Red,5,3,Vinhos Tintos
Vizcarra,Ines,2014.0,4.3,37,Ribera del Duero,79.98,Ribera Del Duero Red,5,3,Vinhos Tintos
Valdubon,Honoris,2005.0,4.3,37,Ribera del Duero,35.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Emilio Moro,La Revelia Godello,2019.0,4.3,37,Bierzo,21.65,,0,0,Outros
Altanza,Club Rioja Reserva,2012.0,4.3,36,Rioja,20.95,Rioja Red,4,3,Vinhos Tintos
Bodegas Y Vinedos Alilian,Camino del Abuelo Vinas Viejas,2013.0,4.3,36,Ribera del Duero,243.8,Ribera Del Duero Red,5,3,Vinhos Tintos
Artadi,La Morera de San Lazaro,2016.0,4.3,36,Vino de Espana,80.0,Tempranillo,4,2,Vinhos Tintos
Real de Asua,Tinto,2000.0,4.3,36,Rioja,60.4,Rioja Red,4,3,Vinhos Tintos
Artadi,Quintanilla,2016.0,4.3,35,Vino de Espana,65.9,Tempranillo,4,2,Vinhos Tintos
Taron,Reserva,2014.0,4.3,35,Rioja Alta,10.2,Rioja Red,4,3,Vinhos Tintos
Sebio,Salvaxe,2018.0,4.3,35,Ribeiro,26.75,,0,0,Outros
R. Lopez de Heredia,Vina Tondonia Reserva,2014.0,4.3,35,Rioja,47.95,Rioja Red,4,3,Vinhos Tintos
Gramona,Vi De Glass Gewurztraminer,2017.0,4.3,35,Cataluna,18.58,,0,0,Outros
Goyo Garcia Viadero,Finca Los Quemados,2016.0,4.3,35,Ribera del Duero,27.7,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Reyes,Teofilo Reyes Crianza,2018.0,4.3,35,Ribera del Duero,11.94,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Caceres,Rioja Reserva,1985.0,4.3,35,Rioja,45.0,Rioja Red,4,3,Vinhos Tintos
Santiago Ruiz,Albarino (O Rosal),2021.0,4.3,35,Rias Baixas,13.45,Albarino,3,3,Vinhos Brancos
Terroir Al Limit Soc. Lda,Les Manyes,2017.0,4.3,35,Priorato,180.0,Priorat Red,4,3,Vinhos Tintos
Pujanza,Rioja,2005.0,4.3,34,Rioja,29.0,Rioja Red,4,3,Vinhos Tintos
Mauro Estevez,Vino de Autor Ribeiro Blanco,2020.0,4.3,34,Ribeiro,15.9,,0,0,Outros
Finca Valpiedra,Rioja Reserva,1994.0,4.3,34,Rioja,65.0,Rioja Red,4,3,Vinhos Tintos
Mas Bertran,Argila Reserva 3 Anys Brut Nature,2013.0,4.3,34,Penedes,21.6,Sparkling,2,3,Vinhos Espumantes
Bodegas Gama,Octogenarius,2014.0,4.3,34,Rioja,46.5,Grenache,5,3,Vinhos Tintos
Edetaria,Finca La Pedrissa,2015.0,4.3,34,Terra Alta,37.9,Red,4,3,Vinhos Tintos
Hacienda Zorita Natural Reserve,Magister,2017.0,4.3,35,Arribes,35.5,Red,4,3,Vinhos Tintos
Valtravieso,Ribera del Duero Vendimia Seleccionada VT,2018.0,4.3,34,Ribera del Duero,27.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Ton Rimbau,Porcellanic VI Xarel-lo Sur Lie,2011.0,4.3,33,Penedes,110.47,,0,0,Outros
Can Xanet,Sibila,2017.0,4.3,33,Mallorca,32.46,Red,4,3,Vinhos Tintos
Castillo Perelada,Emporda Reserva Especial Don Miguel Mateu,2015.0,4.3,33,Emporda,15.56,Red,4,3,Vinhos Tintos
A Coroa,200 Cestos Godello,2020.0,4.3,33,Valdeorras,23.7,,0,0,Outros
Sebio,Heaven & Hell,2017.0,4.3,32,Galicia,18.5,,0,0,Outros
Celler de Capcanes,Cabrida Montsant,2018.0,4.3,32,Montsant,36.85,Montsant Red,4,3,Vinhos Tintos
Alonso & Pedrajo,Suane Blanco,2017.0,4.3,32,Rioja,23.9,Rioja White,3,3,Vinhos Brancos
Bodegas Amaren,Garnacha,2014.0,4.3,32,Rioja,38.0,Grenache,5,3,Vinhos Tintos
Jimenez-Landi,Cantos del Diablo,2017.0,4.3,33,Mentrida,101.01,Grenache,5,3,Vinhos Tintos
Bodegas Ochoa,Vendimia Tardia Moscatel,2020.0,4.3,32,Navarra,13.75,,0,0,Outros
Mandia Vell,Pinot Noir,2017.0,4.3,31,Mallorca,29.38,Red,4,3,Vinhos Tintos
Bodega Juan Carlos Sancha,Cerro La Isa Blanco,2018.0,4.3,31,Rioja,44.9,Rioja White,3,3,Vinhos Brancos
Valdecuevas,Cuvee Verdejo,2018.0,4.3,31,Rueda,12.0,Verdejo,3,3,Vinhos Brancos
Algueira,Anadelia,2015.0,4.3,31,Ribeira Sacra,38.5,,0,0,Outros
